點解碳在生物化學入面有咁中心嘅角色？,碳只可以同其他碳原子形成鍵結。,碳係一種溶劑，可以破壞化學鍵。,碳易形成離子鍵，可以容易地分開。,碳可以同共价键形成好多唔同種類嘅分子。,D
喺光合作用期間，邊個情況會發生？,二氧化碳係用嚟製造水。,二氧化碳係被粒線體吸收。,二氧化碳同埋水轉變做碳水化合物。,二氧化碳同水結合成碳酸。,C
噴泉系統度嘅水，係從地底嘅物質度獲得能量嘅。水分子獲得動能，所以水嘅壓力增加。最後，噴泉就會噴發，將水排出地面上空中。以下嘅邊種能係水獲得初始能量嘅來源？,電器,唔該幫我將下面呢段嘢翻譯成正宗口語粤語，格式唔變，全部一定要翻譯，唔好漏咗任何一句，直接輸出結果，唔好有多餘嘅嘢同符號（留意唔好生成粵拼同英文，直接輸出口語粤語嘅繁體字中文形式，繁體字）：magnetic,機械,"熱嘅, 酷好啱係緊貼著肉嘅！防右唔識瘦妹咁才係真係緊臨骷髏！",D
光線可以透過玻璃。其他類型嘅電磁輻射亦都可以透過其他物料嘅方式。以下嘅邊種係用於醫療科技，因為佢哋可以透過人體某啲部位？,X光係一種醫療成像技術，可以幫助醫生檢查身體內部結構同埋器官。X光可以顯示骨骼、器官同埋其他組織嘅影像，幫助醫生做出正確嘅診斷同埋治療方案。,紅外線波,微波爐係一種方便快捷嘅廚房電器，可以快速同均勻地加熱食物。係家庭生活中好常見嘅電器之一，特別喺忙碌嘅現代生活中更加受歡迎。,紫外線,A
溫度上升嘅時候，一塊固體會發生邊啲改變？,固體嘅動能減少。,固體嘅平均密度增加。,固體嘅比熱容減少。,固體內分子的平均速度增加。,D
所有動物界分類嘅生物都要被歸類為以下其中一個？,考拉係一群具有獨特基因學及生態學特點嘅微生物。佢哋係地球上早期進化出嚟嘅生命形式，同埋係生物學上既三個主要分類之一，另外兩個係細菌同真菌。許多考拉都係極端環境下生存，例如高溫、高鹽度或者極端酸性中。有啲考拉可以進行產甲烷過程，有助於地球上嘅碳循環。,原核生物,真核生物。,喺生物分类系統裏，原生动物（又稱原生生物、非細菌、非真菌）即係一类具有单细胞或者多细胞組成無动物、植物同菌类特徵嘅微生物。原生动物嘅種類好多，包括原生动物總門、環節蟲總門、单纤腿动物总門、懸甲纲等等。原生動物係生物界當中一個非常大嘅類別，佢哋嘅體型可以好細微，甚至好大，形態多樣化，而生活習性亦各有不同。,C
有一條速度係18米／秒同波長係50米嘅海浪有咩頻率？,0.18赫茲,零點三六赫茲,兩點八赫茲,九點零赫茲,B
邊一個特徵係有助於區分真菌界嘅生物同其他真核生物？,菌類係單細胞嘅。,菇菌係性繁殖。,真菌係透過吸收營養嚟繁殖。,菌類透過光合作用製造食物。,C
喺邊啲方面中，光合作用同細胞呼吸有咩相似之處？,兩個過程都會產生葡萄糖。,兩個過程都會吸收二氧化碳。,兩個過程都喺葉綠體度發生。,兩個過程都涉及能量轉換。,D
靜態物體抗拒移動的特性係稱為惰性。,加速。,慣性。,重量。,速度。,B
喺銅線入面，溫度升高係咩嘢嘅結果？,銅粒子嘅尺寸增加。,銅粒子嘅質量減少。,銅粒子運動增加。,銅粒子之間嘅距離收窄。,C
喺落葉生殖季節期間，一條公溪鱒魚個肚底變咗明亮嘅橙色。呢個橙色嘅肚底可以提供啲隱蔽同埋幫手吸引母魚。呢個特徵喺溪鱒魚演化出嚟，喺同啲肚底蒼白嘅公溪鱒魚比較起，啲肚底橙色嘅公溪鱒魚更加容易吸引到母魚。,居好地方，生活好。,被食肉动物食咗。,同其他魚類交配。,施肥卵生後代。,D
如果喺麻州嘅農村生態系統度除咗草同灌木，最有可能發生嘅事係咩？,喺個生態系統度會有更多消費者。,生態系統內會有更多光合作用。,生態系統生產的食物能量會減少。,生態系統內嘅二氧化碳會減少。,C
如果一個實物由地球帶到太空，下列哪一個測量值會改變得最多？,濃度係指一個物質喺一定體積內或者一定質量內嘅質量。最常見嘅單位係千克每立方米。幾何上濃度都可以定義為物質喺一定體積或者質量內嘅密實程度。,呢個事件喺我哋公司入面好常見，每次都要追查出點解會出事。可能係程序有啲問題，或者係工人做嘢時失誤，總之我哋要搵出點解同點樣避免，唔好再出事喇。,音量,重量啲。,D
邊隻魚骨架比對可以最好展示魚類演化？,一條公魚同一條母魚可以生仔。,一條魚切割前同切割後癒合前後一樣。,最近生活過嘅魚同埋以前生活過嘅魚。,啲魚係孵化後同長大後都係同一對头。,C
牧場嘅一群牛都經過有選擇性嘅繁殖，目的係生產牛奶。以下嘅哪一樣會使下一代嘅牛繼承到生產大量牛奶嘅特徵？,牛隻嘅食物中嘅營養素,牛隻飲水中嘅必需礦物質,牛隻腦部嘅電脈衝,牛隻嘅染色體中嘅資訊,D
Sherry 想用佢部電腦畫一個三維盒。佢想要能夠指定精確嘅尺寸同角度，同埋需要嘅時候係屏幕上轉動呢個盒。呢個嘅程序類型以下邊一個最適合 Sherry 用？,字處理軟件,數學電子表格程式,網上搜尋引擎,電腦輔助設計程式。,D
邊一句最好解釋，為咗解釋赤道係較北極溫暖？,赤道嘅面積大過北極。,赤道比北極靠近太陽。,赤道比北極接收到更多直射陽光。,赤道每年嘅曬日時間比北極多。,C
大部分喺森林生態系統入面嘅細菌最好被歸類為以下邊一類嘅生物？,消費者在購買商品時，通常會考慮價格、品質、品牌和服務等因素。他們可能會比較不同品牌的價格和質量，然後才做出購買決定。消費者也會考慮商品的售後服務是否周到，以確保在使用過程中能得到支援。消費者的選擇往往取決於這些因素的綜合影響。,分解者係一啲能夠將死嘅植物同動物體內有機物分解嘅生物。佢哋攞返植物同動物體內嘅養分，變成有機質同礦物質，令呢啲養分可以被其他植物用返。分解者包括細菌同真菌等生物。他哋嘅工作非常重要，係生態系統中發揮緊關鍵作用。,捉人佢哋係好多心機嘅，搵機會攻擊無辜嘅人，要小心啲同呢啲人接觸。,製片人係拍戲嘅一個好重要嘅角色，佢哋要喺整個製作過程中負責策劃、籌備同執行各項工作。製片人需要喺預算、招募演員、導演、攝影師同執行製作計劃嘅其他方面進行管理同監督。最終目標係令到整部電影或電視節目能夠順利製作完成，並且符合市場需求同觀眾口味。,B
邊個係下列例子中裝有純物質而唔係混合物嘅容器？,裝滿氣嘅輪胎,裝滿鹽水嘅罐子,一個裝滿氦氣嘅氣球,一杯滿是朱古力奶嘅玻璃杯,C
一啲玉米植物經過基因改造，可以生產天然殺蟲劑。人哋擔心呢啲玉米植物可能會將改造嘅基因物質傳染畀其他植物。以下哪一個方法最好可以進一步修改呢啲植物，防止佢哋將基因物質傳染畀其他植物？,更換植物嘅時候，令到佢哋唔嚟花粉。,改變植物，咁樣佢哋唔會傷害昆蟲。,改變植物嘅組成，令佢哋唔能夠產生養分。,改變植物，咁樣就唔容易辨認到啦。,A
呢啲狼每年都殺唔少麋鹿，經常攻擊成群麋鹿嘅老弱病殘。邊個句最好嘅描述狼同麋鹿之間嘅角色？,對手係好重要嘅，喺競爭激烈嘅市場度唔可以唔重視。如果你唔了解你嘅對手，就冇辦法喺市場上立足。要留意對手嘅行動同策略，同時要喺產品同服務上不斷創新同改進，先至可以贏得競爭。鋒芒毕露，才能立於不敗之地。,主持人，係指一個節目或活動嘅主持人，主要負責帶領同控制全場氣氛，同埋引導節目進行。,啲寄生蟲好難對付，真係好煩呀！係時候去驅蟲啦，唔好畀佢哋影響我哋嘅健康。,掠食者,D
地球嘅核心主要由以下嘅咩嘢物質組成？,玥岩,鐵,岩漿,石英,B
邊一個選項係以最唔複雜到最複雜嘅方式，正確地排列咗魚嘅呼吸系統嘅一部分？,細胞 -> 鰓 -> 組織,細胞 -> 組織 -> 鰓,鰓 -> 組織 -> 細胞,組織 -> 鰓 -> 細胞,B
呢間公司而家係度做一個廣告，廣告內容係關於佢哋度訂造結他嘅。咁樣應該用邊啲話來突顯佢哋嘅訂造生產過程呢？,我哋嘅結他係用手工工具製造嘅。,我哋按照你嘅要求，度製我哋嘅結他。,我哋每年生產同賣出成千上萬隻結他。,我哋嘅結他係最值得你投放錢嘅好質量。,B
工程師用木頭建立一個原型。以下哪種工具是最適合工程師用來使原型表面平滑的？,帮我將下面呢段嘢翻譯番去廣東話口語（對專業術語同句子要專業翻譯），格式唔變，所有一定要全，唔好漏，直接輸出結果，唔好有多餘嘅嘢同符號（留意唔好生成粤拼同英文，直接輸出口語廣東話嘅繁體字中文形式，繁體字）：帶鋸机,係咪㗎，呢條路好難行，唔好畀佢影響到你嘅心情。唔好畀佢影響到你㗎！去到目標，一定有好多艱辛，要堅持㗎！,攞笔记啦，唔好唔得意喔。係咪唔明就問，唔好怕問。多啲練習，就可以掌握啦。加油啦，嚟緊嘅考試一定冇問題。,沙紙,D
好多自然岩層喺時間流轉嘅過程中會改變色彩。舉例嚟講，猶他州嘅岩石就會氧化變成紅色、橙色同埋黃色嘅岩石。呢個改變嘅原因係咩？,化學風化,機械風化,水蝕,風蝕,A
邊一個係導致海平面週期性上升同埋下降嘅原因？,月亮嘅微微傾斜,月球吸引力,地球地幔內的對流,地球圍繞太陽公轉的革命,B
邊啲事件最有可能導致生物快速滅絕？,一顆大型小行星撞擊,區域性旱災,新冰河形成,雜草生長減少。,A
月球遠離地球最有可能嘅結果係乜嘢？,一個月亮日係短D。,一個月食都幾耐。,地球越嚟越靠近太陽。,地球嘅潮汐變細。,D
嗰啲野畀位係所有生物裡面都有？,搵部电话俾我啊，要同佢講嘢。,係呢度我哋睇下器官嘅情況。,器官系統,紙巾,A
我哋太陽喺宇宙度嘅位置係點？,我哋嘅太陽喺仙女座嘅地球周圍轉。,我哋太陽喺銀河度繞住地球轉。,我哋太陽係天空繁星度一個太陽系嘅中心。,我哋嘅太陽係仙女座星系嘅中心。,C
巨杉樹將能量由一種形式轉換為另一種形式。樹木如何改變能量？,佢哋將化學能轉換為動能。,佢哋將太陽能轉化為化學能。,佢哋將風能變成熱能。,佢哋將機械能轉換為太陽能。,B
Lori擁有湖畔的一幢屋，佢用好多肥料去保持佢啲草坪翠綠。係用哂咁多肥料嚟係佢草坪上，係咪會對湖有啲影響？,藻類數量增加,魚嘅數量增加。,蚊仔嘅數量增加,湖水深度增加,A
乜係星系？,圍繞行星旋轉嘅一個月亮,一個繞太陽運行嘅行星,一個好大個星星系統，係靠住重力拉埋一齊。,一個好大嘅行星系統，係太陽著緊咁拉埋。,C
一個地質學家喺一條峽谷嘅唔同岩層度發現咗馬骨化石。低層嘅化石顯示骨頭較短，高層嘅化石骨頭較長。根據地質學家嘅觀察，有咩結論？,馬係要兩個父母繁衍嘅。,隻馬嘅體型隨著時間變大咗。,細啲嘅馬絕種咗，然後大隻馬就出現喇。,細啲嘅馬啲啱環境啲適應，比大隻馬好。,B
邊句描述一個通過性繁殖產生嘅後代特徵？,後代嘅基因物質量係父母嘅一半。,後代包含父母雙方的基因物質。,女仔只會繼承媽媽的基因。,公仔只有爸爸嘅基因。,B
蚊子慣咗利用特定感覺神經偵測二氧化碳。蚊子本能地向較高濃度嘅二氧化碳移動。呢個適應嘅重要性係乜？,佢幫蚊仔搵食。,佢可以幫蚊仔搵波嘅對象。,佢幫蚊仔搵到乾淨嘅空氣。,佢幫蚊仔搵到庇護所。,A
蜜蜂只能見到黃色、藍色同埋紫外線光線嘅波長。好多植物花朵嘅中心都有黃色、藍色同埋紫外線嘅標記。邊句描述咗邊啲生物受惠，同埋解釋點解？,植物搵益，因為蜜蜂冇得去到植物嘅食物來源。,只有蜜蜂受惠，因為花朵係俾蜜蜂破壞。,冇啲蜜蜂同植物受益，因為咩都唔幫到佢哋繁殖。,蜜蜂同植物都有好處，蜜蜂搵到食物，植物有助於繁殖。,D
移動磁鐵喺銅線卷會引發乜事？,電流,車輪摩擦,重力增加,降温。,A
係唔同嘅高度度度度度度度放落一隻球。當個球由最高高度度度度度度放落嘅時候，佢落地嗰刻會有最大嘅聲或者震動。條球發出最大聲嘅原因係乜嘢？,空氣壓得更低，球就會滾得更快。,地心吸力绞，球就加速。,波嘢越轆越重，仲加緊猛升。,波波熱身返，而家轉得快啲。,B
地球嘅自轉係喺佢嘅南北軸上進行。邊個敘述最貼切地描述一個完整嘅自轉？,佢需要六個月時間，而家令到有夏冬嘅分別。,佢需要24個鐘，令到有晚同有日。,佢需要29日，代表一個月相週期。,佢一年有三百六十五日，代表一個地球年。,B
一隻狐狸生咗隻後代，聽覺比大多數狐狸好。呢個細微嘅改變最有可能導致後代同原本狐狸唔同嘅原因係點呢？,有較敏銳聽覺嘅狐狸，可能喺基因變異方面比其他狐狸更加頻密。,啲啦唔通好嘅狐狸可能會比較經常被獵取。,隨住時間過去，呢隻狐狸嘅後代可能會比其他狐狸聽得清、捉得好。,日後呢隻狐狸嘅後代可能會滅絕。,C
透過基因工程方法，已經生產出具有新特性的基因改造植物。基因改造植物的使用帶來了什麼影響？,農產量下跌,玉米、大豆、棉籽和菜籽油嘅供應量減少。,耐耕農時，因為需更長時間種植、生長同收穫作物。,抗藥性、抗蟲性同埋抗病毒疾病嘅抵抗力增加。,D
單細胞同多細胞生物點解可以比較？,單細胞生物嘅組織，就好似多細胞生物嘅細胞。,單細胞生物嘅核心就好似多細胞生物嘅皮膚。,單細胞生物嘅細胞器，就好似多細胞生物嘅器官咁。,一個單細胞生物嘅細胞質好似多細胞生物嘅神經系統。,C
生命嘅基本單位係咩嚟？,原子,請幫我將下面呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好有遺漏，直接輸出結果，唔好有多餘嘅話同多餘嘅符號（留意唔好生成粵拼同英文，直接輸出口語粵語嘅繁體字中文形式，繁體字）：手提電話,元素,核心係一種細胞嘅結構，有助於維持細胞嘅功能同執行DNA嘅轉錄同蛋白質嘅合成。核心中包含有基因，負責控制細胞嘅生理活動同遺傳信息嘅傳遞。核心通常係由細胞質包圍嘅薄膜包覆住。,B
邊句話最適合描述心臟的組織？,心臟係一個由唔同嘅組織組成嘅器官，每一種組織都有唔同種類嘅細胞。,心臟係由唔同種類嘅器官組成嘅組織，每一個器官都有唔同種類嘅細胞。,心臟係一個系統，由同一種組織同相同細胞組成。,心臟係由一種器官同一啲細胞組成嘅組織。,A
一位科學家研究兩種絕種動物的遺骸，以了解它們的生活方式。她確定其中一種是肉食動物，另一種是草食動物。科學家最有可能比較了以下哪些方面來得出這個結論？,動物體內骨頭嘅數目,動物嘅體型大小,動物嘅表皮。,哩啲動物嘅骷髏,D
太陽輻射係由唔同波長嘅光組成嘅。邊種射線最傷害人類皮膚？,紅外線,熱爐,紫外線,呢啲鞋係新到嘅款式，好耐冇睇過，唔知係唔係最新流行嘅潮流。係咁睇嚟，應該係好值得買啦，唔使諗咁多，買啦！,C
咁啱龍斯係各種哺乳動物都有嘅共同特徵，同鳥類又有咩唔同？,眼睇到眼就似坐飛機喇，好多野都可以睇到，真係好開心。,唔好意思，我呢度呢度唔識講粤語。,一個腦袋,一個心。,B
有一隻喺森林度居住嘅細細隻食草甲蟲。大約一半嘅甲蟲係淺啡色，另一半係深綠色。如果幾年連續嘅乾旱令到呢個地區變得乾燥，樹木變得稀少，幾代之後，甲蟲嘅數量最有可能會變咗點樣？,大部份係啡色嘅甲蟲。,大部份都係深綠色嘅甲蟲。,大部份係食肉甲蟲。,大部分都係好大隻既甲蟲。,A
"大自然嘅捕蚊機--蝙蝠，聽到呢個字就有啲人會毛骨悚然。但係，蝙蝠大概係最容易被誤解嘅動物。唔管電影、電視同文學作品話乜，蝙蝠唔係晚上恐嚇大家嘅。蝙蝠唔但對我哋嘅自然世界至關重要，而且對我哋嘅經濟都非常有幫助。作為夜間飛行昆蟲嘅主要掠食者，蝙蝠幫助控制咗好多我哋最煩人嘅害蟲。一隻細小棕蝠可以喺一個鐘頭內捕捉1,200隻蚊子咁大嘅昆蟲。大棕蝠食嘅包括咖喱椒蟲、六月甲蟲、植吸蟲、切棉蟲食葉夜蛾同玉米荐食葉夜蛾。蝙蝠唔係瞎嘅，而家佢地係黑暗中狩獵嘅話已經有一個系統可以幫佢哋偵測物體。呢啲蝙蝠會發出高頻聲。佢地聽返呢啲聲嘅反射，就可以識別物體。呢個就係所謂嘅回聲定位。佢哋利用反射嘅聲音，喺大腦度形成畫面，就好似我哋透過眼睛解讀反射光線咁。發生咗乜事令蝙蝠受傷？人類嘅騷擾係好多蝙蝠群體減少嘅主要原因。佢哋亦都受到覓食或棲息地嘅損失威脅，通常係接近水源嘅樹木地方。打擾媽咪蝙蝠群會令佢哋掉低幼仔或者將佢哋遷移到一個唔太適合嘅地方。冬眠期間遭受干擾會令蝙蝠醒來，佢地就會燃燒喺冬天存嘅寶貴脂肪儲備。即使係負責任嘅洞穴探險者，都可能意外打擾蝙蝠進入關鍵時期。由於傳統棲息地喺樹木同洞穴被破壞咗，好多蝙蝠尋求庇護喺人造結構物入面。科學家研究咗蝙蝠嘅棲息需求，提供人造居所。有啲蝙蝠好成功咁使用呢啲蝠屋。邊一種生物最有可能同蝙蝠爭奪食物？",啫啫啫，啲食籽嘅鳥啦。,食葉嘅昆蟲,吸食血液嘅蚊子,食蟲兩棲動物。,D
一班學生計劃建立一個本地池塘棲息地的模型。哪個模型最能代表與池塘類似的環境？,一支密封嘅塑膠瓶，裡面裝滿咗池塘嘅昆蟲同藻類。,一個教室裡面有一個水族缸，裡面有啲植物同動物，係由商店買返嚟嘅。,一個教室養有淡水、非本地植物同非本地動物嘅水族箱。,一個細細個膠製戶外泳池，裡面裝滿清水、本土植物同埋本土動物。,D
人體係由唔同嘅系統組成嘅，而呢啲系統由專門嘅細胞、組織同器官組成。每個結構都有特定嘅功能，有助於人類嘅生存。繁殖時會用到邊啲器官？,腦、脊髓同埋眼睛,肺、食道、同埋心臟,口，肚，胆囊。,卵巢、子宫同卵巢。,D
"大自然嘅防蟲團夠力嘅唔係蟑螂猶豫。但係，蝙蝠可能係最被誤解嘅動物。不論係電影、電視定文學嘅描述，話蝙蝠好似晚晚都要搞事。但其實蝙蝠對於我哋嘅自然世界同經濟系統都極之重要。作為晚上飛行昆蟲嘅主要掠食者，蝙蝠幫助控制咗好多令人討厭嘅害蟲。單隻啡蝠就可以喺一個小時內捉到1,200隻蚊子咁大嘅昆蟲。大啡蝠食嘅包括黃瓜甲、六月甲、葉蝨、貓耳蛾同埋玉米螟咁貴重嘅農作物害蟲。蝙蝠唔係瞎。啲夜間獵食嘅蝙蝠有一套系統去幫助佢哋偵測物體。佢哋會發出高頻聲音。聽呢啲聲音嘅回聲，蝙蝠就可以分辨物體。呢個係所謂嘅回聲定位。佢哋用呢啲反射嘅聲音，喺佢哋腦度形成影像，就好似我哋透過眼睛解讀反射光線咁嘅。發生緊乜事嘅蝙蝠？人類嘅干擾係導致好多蝙蝠種群下降嘅主要原因。佢哋亦受到失去覓食或者棲息地嘅威脅，通常係近水源嘅樹木地帶。擾亂一個產房群可能令媽媽攞落啲細路仔定者搬移佢哋去一個唔適合嘅地方。喺休眠期間擾亂佢哋會令蝙蝠驚醒，需要消耗佢哋已經存儲緊嘅寶貴脂肪儲備。甚至係負責嘅洞穴探險家亦有可能喺一年中嘅關鍵時刻誤打誤撞地擾亂佢哋。由於傳統嘅樹木同洞穴食宿地被摧毀，好多蝙蝠都會尋找人為嘅結構嚟避難。科學家研究咗蝙蝠嘅棲息要求，以便提供人造嘅家園。有啲蝙蝠好成功地利用呢啲蝙蝠屋。蝙蝠會發出高頻聲音，然後聽呢啲聲音反彈嘅回聲。蝙蝠發出嘅高頻聲波好可能都係",長波長,短波長,振动波長,交替波長,B
"元素週期表排咗係一咗。</br>
呢啲元素，有相近性質嘅會排喺同一個垂直嘅柱度。</br>
邊一個元素係一種高反應性嘅金屬？",氯 (Cl),氦（He）,鎂（Mg）。,銀（Ag）。,C
古希臘人對於天文學有好多奇正確嘅概念。佢哋嘅一啲理論係啱嘅；有啲後嚟經過證明係唔啱嘅。其中一個理論係話地球係宇宙嘅中心，其他行星圍繞住地球運轉。古希臘人認為地球唔會動，因為佢哋嗰時喺地球表面並唔明顯見到嗰一個運動。古希臘人亦相信一個包圍我哋地球嘅無形球體包含咗星星。呢個球體係轉動嘅，解釋咗星座隨時間變動嘅現象。係咩天體運動引致咗月相變化呢？,月球繞行地球,地球圍繞太陽轉動。,月球係度轉動嘅。,地球轉動在它嘅軸心上。,A
有冇天然咁先消蛇毒嘅方法？蛇咬或者蜜蜂螫可能好痛或者會致命啦，視乎係邊種咁蛇或者昆蟲螫，同埋啲人如果對毒素過敏嘅話都會危險。最新研究指出，喺老鼠身上，果啲蛇咬或者螫會更加危險，如果唔係老鼠嘅免疫系統有啲特殊防禦方式嚟應對。史丹福大學嘅Stephen Galli博士同埋佢嘅團隊研究咗肥皂顆粒，呢啲係有助於哮喘、過敏以及一啲對花生過敏嘅人會發生的極端過敏性休克嘅免疫細胞。喺呢啲情況下，免疫系統會亂咗，誤以為自己係被危險嘅嘢攻擊。但係，肥皂顆粒喺身體入面亦都做啲有幫助嘅嘢。科學家發現呢啲細胞亦可以對付某啲蛇同蜜蜂螯毒。佢哋嘅研究顯示呢啲細胞可以保護老鼠，減輕毒素嘅影響。呢啲細胞釋放咗一種酶，可以分解以色列鼴蝰嘅毒液嘅危險成分。Galli博士講話將來有可能發展出更好嘅蛇咬或者蜜蜂螫療法，基於呢啲酶。仲有需要更多研究，睇下呢個係唔係可以實現。Galli醫生覺得呢個肥皂顆粒免疫系統防衛能力嘅特性，可能係進化嘅結果，喺係獵食者或者經常被蛇咬或者螫嘅動物身上，部分係為咗幫助對抗毒液。呢個防禦唔係百分百有效，但係可以令獵食者有個更好嘅存活機會，特別係如果佢哋只俾咗「少量」毒素喺有毒蛇咬啲獵物身上。人體入面嘅肥皂顆粒都負責这种功能。,係指保護自己或其他人免受危害或傷害嘅行動或手段，可以係對抗攻擊嘅方式，亦都係用嚟保護自己同身邊人安全嘅方法。 defense係一個非常重要嘅概念，喺日常生活中都會經常用到。,繁殖,清走廢料,提供能源,A
"唔浪費：廢物同污水中嘅能源

一百年前，人地會收集腐爛嘅污水中嘅氣體，然後用嚟燈街燈。新科技希望可以更新呢個概念——利用廢物同埋人類嘅廢物——喺一個對能源嘅需求大嘅世界度。一個有希望嘅裝置叫做微生物燃料電池。佢可以產生電力，好似氫燃料電池咁，但係佢係利用污水嘅。食污水嘅細菌驅動一個化學過程，產生電流同時，作為一個獎賞嘅係，幫助淨化水質。賓夕法尼亞州立大學嘅Bruce Logan同埋佢嘅同事已經建造咗小型微生物燃料電池，大小同一罐啤酒罐一樣，可以為各種設備供電，包括一個細風扇。""如果你有10萬個人，而且你處理佢們嘅污水，你可以得到最多2.3兆瓦嘅持續電力，就夠供應1,500戶家庭嘅電力嘅，"" Logan 講。一兆瓦等於一百萬瓦特。美國航空航天局亦有興趣喺自給自足嘅水處理裝置嗰方面。西北大學嘅Bruce Rittman而家喺設計一個微生物燃料電池，可以用喺有人太空任務度。""太空裏你要回收所有嘢，"" Rittman講。""你想要收集食物廢物同人類廢物，同埋回收水。""微生物燃料電池同埋較傳統嘅嗰個方法有啲優勢，呢個傳統方法叫做厭氧消化系統，佢收集細菌噴射出嚟嘅甲烷，或者係""生物氣體""，當佢哋喺無氧氣嘅情況下攝取有機物質嘅時候。呢個甲烷之後會被燃燒去驅動渦輪發電機。""相對於經過燃燒嘅中間步驟，一個電池會將電直接製造出嚟，"" Rittman講。呢個直接嘅路線可以潛在地從一定量污水中提取更多嘅能源。佢亦可以避免燃燒甲烷會造成嘅污染。不過Rittman同Logan都表示出，電池仲喺發展早期階段，而消化系統係有使用嘅，主要喺農業環境設定度，因為有機物質嘅濃度比市區下水道更高。微生物燃料電池將電能轉換為何種電能？",動能,核能量,化學能量,機械能,C
喺蘇格蘭嘅 Hirta 島度有啲羊。呢度有好多草俾啲羊食，同埋冇天敵。有啲羊啲毛係深色，有啲係淺色。深色毛嘅羊通常會比淺色毛嘅羊大同埋強壯。但係研究人員發現喺過去20年，淺色毛嘅羊嘅數量增加咗。通常，強度同體型可以幫助動物生存同育種。一隻新嘅羊天敵被引入咗到島上。咁樣嘅變化會最快影響到啲羊嘅數量？,啲黑毛羊嘅人口減少。,羊毛淺色嘅羊群減少。,啲毛色深嘅綿羊嘅人口增加。,羊隻嘅數量咁增加，毛色較淺。,B
學生哋研究邊種水果最吸引果蠅。同樣大嘅成熟蘋果、桃同香蕉被放喺唔同嘅容器入面。呢啲容器俾果蠅入面，但果蠅就無法逃走。容器放喺野餐枱上兩日。最可靠嘅方法係計算果蠅嘅數量。,每兩個鐘頭都要食全部三款水果。,每樣水果壞曬之後。,第一日食香蕉，第二日食蘋果，第三日食蜜桃。,第一個鐘叫banana，第二個鐘叫apple，第三個鐘叫peach。,A
羊嘅進化挑戰 喺蘇格蘭嘅赫爾塔島度有一種羊。赫爾塔島有好多草可以比羊食，而且冇天敵嚟攪事。有啲羊嘅毛係黑色嘅，有啲係淺色嘅。啲黑毛嘅羊通常比啲淺毛嘅羊大同埋壯，但係研究者發現喺過去20年，淺毛嘅羊嘅數量增加咗。通常，強壯同埋體型大嘅動物係會容易存活同埋繁殖嘅。喺赫爾塔島上，淺毛嘅羊數量多過黑毛嘅羊係因為淺毛嘅羊…,多啲生產羊毛,食嘢有啲限制。,每年生嘅後代越黎越少。,有更好嘅機會存活同繁殖。,D
硫（S）同氧（O2）兩樣嘢結合埋就變成一種叫做二氧化硫（SO2）嘅物質。喺燃燒煤同油嘅時候亦都會產生二氧化硫。二氧化硫最好嘅描述係......,一個金屬,一條原子,化合物,冇反應性嘅氣體,C
好多科學家都講，全球暖化會令北極同南極兩極冰蓋融化。如果兩極冰蓋融咗，最有可能會發生咩事？,海平面會上升。,人類嘅人口會增加。,水中嘅植被會減少。,全球降雨量會減少。,A
學生研究人體結構，了解身體如何運作。邊個真人大小嘅模型會最好地代表人體內部器官嘅大小、形狀同位置？,一幅有器官磁貼的二維上半身圖。,一個三維塑膠上半身模型，可以拆卸部件。,一幅二維詳細嘅牆壁海報。,三維紙制模型,B
表中嘅數據都可以用圖表方式呈現。邊種數據最適合用圓形圖表來顯示呢？,行星同太陽嘅距離,地球上的主要海洋深處,每日嘅雨量喺一個月內。,固體廢物中各種材料的百分比,D
熱傳遞係日常生活嘅一部分，以下哪一個例子係主要透過傳導而發生咗熱傳遞？,太陽暖到大地。,"熱㩒係㩒睇

凍㩒嘅㩒廚房。",營火暖住個人手。,熱湯可以熱到金屬湯匙柄。,D
染色體入面有生物個體嘅基因資訊。果蠅透過有性繁殖來繁殖。果蠅嘅大部分細胞都有8條染色體。邊句話最能夠解釋正常受精果蠅卵裡染色體嘅來源？,蛋細胞入面有全部8條染色體。,精子入面有8條染色體。,精子俾咗4條染色體，卵子亦俾咗4條染色體。,卵細胞會提供4條染色體，而每一個精子都會提供1條染色體。,C
瑪麗亞收集燃着嘅木炭散發嘅氣體。氣體隨後通過一啲無色嘅石灰水。瑪麗亞嘅報告其中一部分話：「當氣體放入罈內之後，石灰水逐漸變成奶白色。」呢句話係... (未完，不夠信息),一個觀察,個結論,一概而论,調查嘅假設（E）係一個假設,A
大地水循環能量嘅來源係太陽。,風呀，吹入嚟啦，吹入嚟啦，吹得好勁呀。,太阳光浴,地球嘅輻射,太陽嘅引力,B
邊個種類係地球上存在時間最短嘅？,人類都有15個臭皮匠勝過一個藝術家嘅時候。,昆蟲,魚係一種脊索動物門嘅動物，通常都生活喺水中。佢哋通常係以呼吸水中氧氣同埋用鰭來移動喺水中。有啲魚係會做成食物食，有啲則係作為寵物。,爬蟲类动物,A
邊個係化學反應嘅例子？,冰融嘅過程,鹽晶磨成粉狀。,燒木材,水坑度嘅水蒸发,C
