questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category,Cantonese_question
Mercury_409478,409478,1,C,1,0,Mercury,8,2015,"A calculation based on the chemical energy of gasoline shows that a car should be able to go 100 miles on a gallon of fuel. When the car was driven on a test track, the car only went 25 miles on a gallon of fuel. What accounts for most of the difference? (A) the mass of the driver and the fuel carried by the car (B) the wind resistance between the car and the air nearby (C) the waste heat from the combustion of fuel in the engine (D) the friction between the tires and the surface of the track",,Train,根據汽油嘅化學能量嘅一個計算顯示，一部車應該可以用一加侖嘅燃料行100英裏。當車行緊測試場嘅時候，車只行咗25英裏一加侖嘅燃料。點解咁大个差別？(A) 司機同車度嘅燃料嘅質量 (B) 車同附近空氣之間嘅風阻 (C) 引擎內燃料燃燒產生嘅廢熱 (D) 輪胎同測試場地面之間嘅摩擦。
Mercury_7038325,7038325,1,B,1,0,Mercury,8,2015,A student wants to find the relationship between the diameter of several plastic disks and the circumference of each disk. Which of these types of graphs should be constructed to determine this relationship? (A) pie graph (B) line graph (C) scatterplot (D) box-and-whisker plot,,Train,一個學生想搵幾個塑膠碟嘅直徑同每個碟嘅周長之間嘅關係。應該構建邊一種圖表嚟確定呢個關係？（A）餅圖（B）線圖（C）散佈圖（D）箱形圖
Mercury_SC_402624,402624,1,A,1,0,Mercury,5,2015,"When light is bounced off a mirror, the light is (A) reflected. (B) refracted. (C) absorbed. (D) diffracted.",,Train,當光線被鏡子反射返嚟嘅時候，光線係（A）反射。（B）折射。（C）吸收。（D）繞射。
Mercury_185430,185430,1,C,1,0,Mercury,8,2015,Which of the following sentences best explains what happens when puddles evaporate?  (A) The water absorbs into the ground. (B) The particles of matter move more slowly. (C) The water changes from one form to another. (D) The particles of matter move closer together.,,Train,邊句最好解釋倒又發生咩事當個水坑蒸發？(C)水會變成另一種形式。
Mercury_SC_416101,416101,1,D,1,0,Mercury,3,2015,Plants on hills keep dirt in place during a rain storm. Plant roots grow into the dirt and keep the dirt from moving. Why do roots grow into the dirt? (A) to release gases (B) to release water (C) to absorb energy (D) to absorb nutrients,,Train,山上嘅植物可以喺大雨嚟臨嘅時候固定住土壤。植物嘅根系會伸入土壤，然後固定住土壤唔會流走。為咗咩根系會伸入土壤？(A) 釋放氣體 (B) 釋放水份 (C) 吸收能量 (D) 吸收營養
NYSEDREGENTS_2007_8_12,12,1,1,1,0,NYSEDREGENTS,8,2007,"In animal skin tissue, cell division is responsible for (1) growth and repair (2) sexual reproduction (3) obtaining energy (4) production of sex cells",,Train,喺動物嘅皮膚組織裏面，細胞分裂主要負責（1）增長同修補傷口（2）性繁殖（3）獲取能量（4）生產生殖細胞。
Mercury_7239680,7239680,1,A,1,0,Mercury,9,2015,Which process drives most of the ATP synthesis in a chloroplast? (A) flow of protons across an electrochemical gradient (B) flow of tRNA across an electrochemical gradient (C) exposure of ADP to electromagnetic waves (D) exposure of carbohydrates to electromagnetic waves,,Train,哪個過程係主要驅動著葉綠體入面ATP嘅合成？(A)質子跨越電化學梯度嘅流動 (B) tRNA跨越電化學梯度嘅流動 (C) ADP暴露俾電磁波 (D) 碳水化合物暴露俾電磁波
NAEP_2000_8_S21+9,S21+9,1,A,1,0,NAEP,8,2000,"Which of the following is most consistent with the modern theory of evolution? (A) Parents pass their physical traits to their offspring; those offspring with traits that help them survive in the environment are able to reproduce. (B) Parents change their physical traits in order to survive in the environment, then those parental traits are passed to their offspring. (C) Life on this planet came from another planet far out in space. (D) Living organisms have not changed for hundreds of millions of years.",,Train,究竟哪一項最符合現代進化論？(A) 父母將他們的身體特徵傳給子女；那些具有有助於在環境中生存的特徵的子女能夠繁殖。(B) 為了在環境中生存，父母改變他們的身體特徵，然後這些父母的特徵被傳給子女。(C) 地球上的生命來自於外太空的另一個行星。(D) 生物進化數億年來沒有改變。
Mercury_7164115,7164115,1,B,1,0,Mercury,8,2015,Felicia investigated whether water color affected how fast the water heated in sunlight. She poured tap water into five beakers and placed food coloring in four out of the five beakers. Felicia then used a thermometer to measure the temperature of the water in each of the beakers. Which of these was used as control in her investigation? (A) mixing the food coloring in water (B) testing the beaker of uncolored tap water (C) using the same amount of water in each trial (D) testing the colored water samples at different times,,Train,Felicia調查過水色是否影響陽光下水加熱的速度。佢將自來水倒入五個玻璃杯度，然後係其中四個玻璃杯度加入食用色素。Felicia之後用溫度計測量每個玻璃杯度內水嘅溫度。究竟呢個係佢研究中使用嘅控制項？(A)將食用色素攪入水中 (B)測試無色自來水個玻璃杯 (C)每次試驗中使用相同量嘅水 (D)不同時間測試有色水樣本
Mercury_7085365,7085365,1,C,1,0,Mercury,7,2015,One process in the formation of sedimentary rocks is when rocks are (A) compressed by moving plates. (B) heated and subjected to high pressure. (C) broken up and deposited in layers. (D) moved up along fault planes.,,Train,形成沉積岩嘅一個過程係岩石被（A）移動嘅板塊壓縮。(B)加熱同高壓作用。(C)破碎同沉積喺層層之中。(D)沿著斷層面移動。
AIMS_2008_4_12,12,1,B,1,0,AIMS,4,2008,Western coral snakes have a striped color pattern and are poisonous. Arizona mountain king snakes look like western coral snakes but are not poisonous. The color pattern of the Arizona mountain king snake is an example of (A) camouflage. (B) mimicry. (C) mutualism. (D) parasitism.,,Train,西方珊瑚蛇有條紋嘅顏色樣式，有毒。亞利桑那山王蛇睇起嚟似西方珊瑚蛇但唔係有毒。亞利桑那山王蛇嘅顏色樣式係一個例如（A）偽裝。（B）模仿。（C）共生。（D）寄生。
Mercury_400056,400056,1,A,1,0,Mercury,6,2015,Which plant trait is inherited? (A) the shape of its leaves (B) the amount of water it receives (C) the number of minerals it absorbs from soil (D) the level of sunlight to which it is exposed,,Train,邊個植物特徵會遺傳？(A)葉子嘅形狀 (B)收到嘅水量 (C)從土壤吸收嘅礦物質嘅數量 (D)暴露俾嘅陽光嘅程度
Mercury_SC_406463,406463,1,D,1,0,Mercury,5,2015,"A student put 200 milliliters (mL) of water into a pot, sets the pot on a burner, and heats the water to boil. When the pot is taken off the burner, it contains only 180 milliliters (mL) of water. What happened to the rest of the water? (A) It was used up. (B) It condensed. (C) It was absorbed by the heat. (D) It turned into water vapor.",,Train,一個學生將200毫升（mL）嘅水倒入一個鍋入面，放落火爐度煮水，然後水煮滾。當鍋除咗火爐，裏面只剩180毫升（mL）嘅水。剩低嘅水去咗邊度？（A）用晒咗。（B）凝結咗。（C）被熱吸收晒。（D）變成水蒸氣。
Mercury_SC_408702,408702,1,A,1,0,Mercury,4,2015,Howie put his plants under a plant light. What was he helping his plants do by providing light? (A) make food (B) attract insects (C) release pollen (D) grow roots,,Train,Howie將佢嘅植物放喺一個植物專用嘅燈下面。佢係咪幫佢嘅植物提供光照，令佢哋可以做到邊樣嘢？(A) 生產糧食 (B) 吸引昆蟲 (C) 釋放花粉 (D) 生長根部
Mercury_406518,406518,1,D,1,0,Mercury,8,2015,"Which lists the diameter of the planets in order from smallest to largest? (A) Venus, Earth, Mercury, Mars (B) Earth, Mars, Venus, Mercury (C) Mars, Mercury, Earth, Venus (D) Mercury, Mars, Venus, Earth",,Train,邊個排列比較細到最大嘅行星直徑？(A) 金星、地球、水星、火星 (B) 地球、火星、金星、水星 (C) 火星、水星、地球、金星 (D) 水星、火星、金星、地球
Mercury_SC_410872,410872,1,B,1,0,Mercury,5,2015,The aloe plant can absorb a lot of water during a rain shower. The extra water is stored in its leaves. The ability to store water in its leaves is most likely an adaptation to which type of environment? (A) one near the ocean (B) one with dry conditions (C) one with a variety of organisms (D) one that receives a lot of sunlight,,Train,蘆薈植物喺雨淋下可以吸收好多水。多餘嘅水會儲存在佢嘅葉度。儲存水喺葉度嘅能力，最可能係適應咗邊種環境？(A) 近海邊個環境 (B) 乾燥嘅環境 (C) 有多種生物嘅環境 (D) 曬到好多太陽嘅環境
Mercury_7107258,7107258,1,B,1,0,Mercury,8,2015,"When stratospheric ozone levels are reduced, the amount of ultraviolet radiation hitting Earth increases. Ozone depletion is most often caused (A) by the reversal of the magnetic ",,,當平流層臭氧層減少嘅時候，地球受到嘅紫外線輻射量就會增加。最常見造成臭氧層空洞嘅原因通常係（A）地磁逆轉。
